Airline,Origin,Destination,Total_Delay,Latitude_OR,Longitude_OR,Latitude_DEST,Longitude_DEST
DL,MSP,EWR,21.27,44.882,-93.221802,40.692501068115234,-74.168701171875
DL,RSW,BOS,20.71,26.53619956970215,-81.75520324707031,42.36429977,-71.00520325
DL,DTW,EWR,20.18,42.212398529052734,-83.35340118408203,40.692501068115234,-74.168701171875
DL,MCI,LAS,19.92,39.2976,-94.713898,36.08010101,-115.1520004
DL,SRQ,LGA,19.45,27.39539909362793,-82.55439758300781,40.77719879,-73.87259674
DL,LGA,BOS,19.23,40.77719879,-73.87259674,42.36429977,-71.00520325
DL,PBI,JFK,19.2,26.68320083618164,-80.09559631347656,40.63980103,-73.77890015
DL,ATL,EWR,18.88,33.6367,-84.428101,40.692501068115234,-74.168701171875
DL,MCO,IND,18.61,28.429399490356445,-81.30899810791016,39.7173,-86.294403
DL,SLC,OGG,18.46,40.78839874267578,-111.97799682617188,20.8986,-156.429993
DL,RDU,MSN,18.27,35.877601623535156,-78.7874984741211,43.13990020751953,-89.3375015258789
DL,CHS,BOS,18.15,32.89860153,-80.04049683,42.36429977,-71.00520325
DL,BOS,LGA,18.04,42.36429977,-71.00520325,40.77719879,-73.87259674
DL,JFK,BOS,18.03,40.63980103,-73.77890015,42.36429977,-71.00520325
